id,title,content,createdAt
230161184,國民黨沒做到的，民進黨都做到了,"真的，資進黨真的做到很多國民黨做不到的事，本來想選前再讓大家複習一下的

不過賴功德這麼著急，只好放最新更新版上來讓大家溫習一下：

1.""修法""砍勞工7天假，國民黨""選前""行政命令砍假，民進黨先騙選票，""選後修法""砍掉
2.勞基法修惡，修法連上12天班不違法、輪班間隔11小時縮短到8小時

3.降低""芬普尼""毒蛋認定標準就沒有毒蛋了，彰化戴奧辛飼料來源竟查不出來就結案

4.房價所得比創歷史新高
https://house.udn.com/house/story/11066/2755618

5.2017年8月15，全台大規模分區跳電/限電

6.2018年6月開始，全國第一次用電大戶被強迫節電，不然罰你錢(已被資方罵到暫緩)

7.拔管風波，不用法源依據，法律我說了算，說你有違法就有違法

8.8400億錢沾基礎建設，大部分拿去人口數不足支撐營運的區域建設軌道，前所未見

9.用刀片蛇籠拒馬圍城和人民溝通，總統府、中興新村史上最大禁制區

10.油電雙漲，物價更甚馬英九時代，老闆表示：繼勞基法亂修之後，又可以再漲價了

11.六大勞工政策全部跳票

12.北農250萬酬庸實習生總經理，總經理吳音寧前一份工作是""鄉代小秘書""

13.軍公教年金改革玩假的，軍官所得替代率90%、士官所得替代率95%，""樓地板""38990
14.用""台灣價值""做思想審查，跟共產黨看齊

15.同婚議題玩假的，柯建銘表示：賣勾銃阿拉

16.礦業法跳票，亞泥礦權展延20年繼續爽爽挖，齊柏林死也不瞑目

17.最低工資法跳票，勞工低薪? 管你去死!

18.宜蘭違法豪宅農舍罰款全部退還，還倒貼還你利息，代理縣長自己圖利自己

19.外勞人數創歷史新高，又要開放外勞移民法，以後中壢火車站就是全台灣車站的寫照
20.少子化辦公室，錢沾分完錢就裁撤，擺明創來A錢的，根本無心解決少子化

21.修改CPI權重，經濟數據整個好起來了

22.放寬農藥標準，以後就沒有農藥超標了

23.修改空汙紫爆標準，以後都沒有空污問題了，火力電廠開好開滿

24.兩兆風電準備打水漂，以後每年颱風可以用風機損壞數量代表颱風強度了

25.電業法分拆搞死台電，以後維修、配電全民買單，販售全給資進黨底下企業賺爽爽

26.彰化(毒蛋產地)4000家農地違章工廠就地合法，以後中部重金屬農產品全台流竄

27.凍結刪除勞檢預算，以後勞動部最常講的話：查無不法，謝謝！

28.體育改革改玩假的，各體育協會換了一批人酬庸，繼續黑箱作業

29.選前高喊台灣正名，選後說中華台北是國際慣例

30.選前詐欺犯送中國是喪權辱國，選後連前資進黨黨工李明哲都見死不救

31.農田水利會改官派，資進黨表示：要酬庸的人太多，我指派，不准選

32.索羅門開口要9億金援，外交部表示：這不叫金援外交，是踏實外交

33.金援45億幫海地蓋電廠，結果台灣還在缺電、跳電

34.完全執政兩年，邦交國破紀錄斷交4個，蔡英文還反過來痛批在野黨，都是they的錯
35.大創非法進口日本核災食品，黃偉哲前辦公室主任曾碧珠當門神找相關部會施壓放行
36.教育部長吳茂昆未申請就違法赴陸，吳竟說：看院長要不要我下台

37.蔡英文：謙卑謙卑再謙卑 VS 邱議瑩：勞工抗議都是放錄音帶、段宜康：靠北三小

38.民進黨：不准幫柯Ｐ助選，但找柯Ｐ站台技術上沒有違紀，民眾OS：WTF.....

39.明年7月開始限制使用塑膠吸管，民眾：珍珠奶茶沒吸管怎辦？環署嗆：用湯匙喝啊
40.空汙法修正，PM2.5只佔1%的機車族被處理，重大來源(工、電廠)卻設抵換機制巧門
41.離岸風電第一階段5.8元、第二階段2.4元，20年合約老百姓共損失9100億元稅金

42.財政部取消公股董總派任年齡65歲上限，老肥貓領好領滿，KMT辦不到的，DPP辦到了

本文轉自ptt 八卦版 作者wen9008




最後附上我最喜歡的三位民進黨立委https://i.imgur.com/Cz3ZsUo.jpg
https://i.imgur.com/wNtxhU4.jpg",2018-11-28T02:31:27.071Z
230150748,為什麼台中火車站汙染嚴重？,"大家總是批判中火導致台中pm2.5嚴重
可是區區台中火車站
用的也都是電
為什麼會有汙染？
難道一個火車站就可以把林佳龍打垮？",2018-11-26T14:38:50.886Z
230150381,PM2.5吸起來， QQ,"https://youtu.be/gfAeh-hplUs

台灣人真的可憐。。。
還有台中空污真的很嚴重
台中霧霾 東海人很有感",2018-11-26T13:56:33.148Z
230142302,雖然這次失敗了，卻能成為未來成功的基石！,"大選結束，我公布個人的投票結果。

在公佈之前，我當天在核對選民選民資料時，有個選民直接表明「我只要14、15號公投票，其他我都不要」，感覺會這樣講的，應該不是站在邪惡萌萌那一邊的，心中一股感謝油然而生……

再來，因為是工作地投票，所以沒辦法投里長的部份。該投票所的工作地投票名單中，我是編號第一號，也是唯一一號外地投票人。
（我是該投票所本次的管理員之一）

首先：
市長→陳學聖
市議員→龜山區桃園市議員參選人聶哲淵 粉絲團、聶哲淵
第7案→同意(反對當自走空氣清淨機)
第8案→同意(你還在PM2.5嗎？可以找看看PM1的資料了)
第9案→同意(關注食安問題，別等出包時再來抗議！)
第10案→不同意(萌萌的野心)
第11案→不同意(萌萌的野心)
第12案→不同意(萌萌的野心)
第13案→不同意(我主張中華民國R.O.C.)
第14案→同意(我期待人權的進步)
第15案→同意(我期待人權的進步)
第16案→同意(綠電是理想，但還是要考慮現實)

我想說 ，這次的失敗，會成為往後人權進步的基石，就像當年推翻滿清政府的革命搞到第11次才成功，法國大革命在路易十四被送上斷頭台之前也是搞了很多次一樣。朋友們，加油！會一次次進步！一切都是最好的安排。",2018-11-25T14:15:13.227Z
230142187,選舉結束，哇尬意失敗的第一步,"大選結束，我要公布個人投票結果。

在公佈之前，我當天在核對選民選民資料時，有個選民直接表明「我只要14、15號公投票，其他我都不要」，感覺會這樣講的，應該不是站在邪惡萌萌那一邊的，心中一股感謝油然而生……

再來，因為是工作地投票，所以沒辦法投里長的部份。該投票所的工作地投票名單中，我是編號第一號，也是唯一一號外地投票人。
（我是該投票所本次的管理員之一）

首先：
市長→陳學聖
市議員→龜山區桃園市議員參選人聶哲淵 粉絲團、聶哲淵
第7案→同意(反對當自走空氣清淨機)
第8案→同意(你還在PM2.5嗎？可以找看看PM1的資料了)
第9案→同意(關注食安問題，別等出包時再來抗議！)
第10案→不同意(萌萌的野心)
第11案→不同意(萌萌的野心)
第12案→不同意(萌萌的野心)
第13案→不同意(我主張中華民國R.O.C.)
第14案→同意(我期待人權的進步)
第15案→同意(我期待人權的進步)
第16案→同意(綠電是理想，但還是要考慮現實)

我想說 ，這次的失敗，會成為往後人權進步的基石，就像當年推翻滿清政府的革命搞到第11次才成功，法國大革命在路易十四被送上斷頭台之前也是搞了很多次一樣。朋友們，加油！會一次次進步！一切都是最好的安排。",2018-11-25T14:03:21.422Z
230139458,台中市長被翻盤的想法,"台中這次真的讓我很意外，為何可以輸到20萬票?
選前我認為兩邊支持都是接近的，原本預估市長會連任，大約略贏3萬票

我先說我自己很討厭市長為人，但是沒到荼毒台中這麼誇張
畢竟他還是有做事情，只是好大喜功狂打政績牌(部分收割)罷了

我無法接受市長的選票，全台中只有神岡區是贏(贏不到兩百)
其他區全軍覆沒，我不禁想問河川整治下水道工程是假的是無感的嗎?
海線的票倉怎麼沒有展現出來?


1. 空汙
我真的覺得市長很倒楣，西部地區的空汙不是一天兩天的事情，這是長久以來就有的
只是現在對於PM2.5極度敏感外加上火力發電又發爐，中央的電力政策連帶影響地方
被冠上台中空汙根源就是市長的傑作...
2.舉債
我在巷子聽到的宣傳是不能讓他連任，為了避免成為下一個高雄...
市長在舉債方面爭議就兩極(我無法多說太多)
3.同性議題
盧是站在愛家聯盟陣線，跟市長支持同性婚姻打對立面，公投案就看出保守勢力多數
絕對有宣傳者唯恐天下不亂用同性議題去干擾選民支持，用各種言語去強制對立
4. 紅與黑派的整合完成
原台中縣的地方派系，有在這段時間達成共識來反撲市府，支持盧
5.中央施政連累
各項法案 年金改革 北農事件 天災應對 功德院 勞基法....等
嚴格審視地方首長的施政能力，做得好的但不完美照樣被選票制裁


以下是我的一些個人情緒

14年我選林，只是要讓胡能退休別再這麼累
18年我選盧，純粹只是我不滿當年林批判胡市長過頭，沒有風度

有人會說我太過(腦粉)袒護胡市長，我只能說那
次小時候不看施政狀況
參加運動比賽或是活動...等，會看到老市長致詞談話，
對我來說胡他是台中的大家長，小時候的我根本不懂台中的弊案
就純粹只是記憶吧，純基於個人不爽，投否定票
我對於盧的政策無感，哀.....


說實話，林這四年有做好的也有不好的，但是沒那麼不堪入目
我只是沒料到他連任失敗，昨天看他的敗選演說，反而心情有點糟",2018-11-25T07:42:13.838Z
230130054,佳龍 辛苦你了,"👍👍👍👍👍👍👍👍👍👍👍👍
這4年辛苦你了 你就給我好好下去 休息吧
謝謝你這幾年的PM2.5",2018-11-24T09:54:36.700Z
230128016,今天是公投日哦~,"今天的公投重點，不是只有同性婚姻及同性教育，還有核能及奧運正名。(*´∇｀*)

    請大家別在三好兩壞或兩好三壞之間互相嘴戰，人的立場難免會有所不同，請互相尊重彼此的想法哦。┐(´д｀)┌

    如果無法說服就不用勉強，不用做人身攻擊，這樣或許影響到工作及學業上的人際關係，就算你是邊緣人也要注意。Σ(っ°Д °; )っ

--------------------------------------（我是分隔線）-------------------------------------

    其實我還是覺得這次公投的設計不太好，應該是說這個時機不太對。台灣現在面臨的處境要處理這些問題太急了，大家都還沒想清楚究竟通過與否會產生什麼樣的影響。(╯3╰)/

    首先，真的要反核嗎？核能如果發電量如果降低，那麼我們可以看看這張圖(づ￣ ³￣)づ。

https://i.imgur.com/u6jda9A.jpg

    取而代之的恐怕會是火力發電，PM2.5的主要來源。那還記得反空污公投案嗎？反空污如果通過了，那火力發電量也會跟著降低，那麼電要從哪裡補充呢？〣( ºΔº )〣

    講到這裡，我們可以看到公投案都是互相影響的，甚至互相牴觸。再來看看同性議題，同性戀不管公投案通過與否，都能根據法規成為伴侶，現在只是差在民法還是專法而已。╮(╯▽╰)╭

    那麼哪個好呢？直接修民法確實有疑慮，基於對下一代觀念的考量以及社會結構的潛藏問題。但是國中小的性平教育難道就不重要嗎？你真的了解性平教育？(￣.￣)

    Accept 並不代表 Become ，教育並不會改變一個人的本性，只能改變一個人的觀念，究竟這觀念是否該接受，你確定要為自己的下一代決定？(╯3╰)

    現在發這篇文有點晚，有點沒有意義，而且我消極的認為看完這篇文，能夠改變想法的人始終有限，再加上我也只是再次理性的陳述事實而已，所以就這樣吧qq~~(๑¯ω¯๑)",2018-11-24T03:51:40.904Z
230123206,明天公投 我支持 以核養綠🌱,"首先，這篇文章內容有點長、有點嚴肅，因此謝謝大家願意耐心去看❤️

關於以核養綠，或許我知道的不比大家多，也沒有花太多時間去研究，但是我仍然想在這邊發表一下我的看法☺️
	
首先！

我雖然支持以核養綠，但我支持的是其重啟核能的部分喔！至於養綠，我認為台灣目前可能還沒有這個技術，又或是成本太高，無法和火力發電和核能發電競爭。

因此這篇文章我只會注重在比較核能發電和火力發電的部分😤

以下正文～～～～～

為什麼大家反對核能呢🤔或許是因為它的危險性及汙染吧！核電廠若遭受天災或意外爆炸，會導致輻射外洩。核廢料目前也沒有處理辦法，只能等待日後科技進步或許有可能去解決。

而火力發電雖沒有那些危險，但也有自己的問題喔！無論是燃燒石油、煤炭、或天然氣，都會產生二氧化碳，導致全球暖化更嚴重，北極也會融化加快。燃燒化石燃料也會產生PM2.5，不只會誘發過敏或讓人呼吸不順，長期下來會導致肺癌，短期則有不同的肺病。

中國大陸已經深受其害，可以看柴靜的紀錄片《 穹頂之下》。

而甚麼是PM2.5呢？指的是空氣中微粒的直徑。一般微粒能被鼻毛、或氣管纖毛阻隔再咳嗽排出去。而PM2.5因為很小，能直接進入肺，堆積在肺泡。呼吸一天可能沒事，但十年呢？三十年呢？
	
火力發電還有另個問題🤫就是其所燃燒的煤炭到底「乾不乾淨」？是否尚有「不完全碳化」的煤炭？從外觀來看，這種煤炭有的是黃色的，裡面有各種怪怪的成分，卻也比較便宜。一旦燃燒，各種奇怪的成分就會排到空氣中。
	
比較起來，核能發電和火力發電都有自己的問題。一邊是輻射外洩，和無法處理的核廢料；另一邊是全球暖化、空氣汙染、和各種肺病。但是，核汙染我們能集中管理，使其不外洩到環境，但火力發電則肆無忌憚將廢氣都排到空氣中，不只影響地球，影響人類的健康。

大家都知道很多核災，像是日本，也很清楚有多少人罹難，但是，火力發電同時也導致許多死亡！只是它們既分散，又隱藏在肺病後，被當作個別的不幸，使人們忽略真正的元兇⋯⋯。

比較兩種發電的形式後，剩下的就是選擇了！若選擇核能，我們能減少碳排放、空氣品質提高，雖面臨核災風險及汙染，但有能力管控。選擇火力，沒有核災風險，但碳排放大幅增加、全球暖化加劇，而火力發電廠附近的居民因肺病而死機率大幅提升。

另外，或許有人會說，即使支持以核養綠，也無法降低空汙。但，同一度電如果以核能產生，就沒有空氣汙染，以火力產生，就會排放廢氣，這是事實。而我們究竟要不要用電？如果要，就勢必有污染，那我們要哪種汙染？

而我為什麼想要發表這篇文章🤔
我是高雄人，身邊許多台北人都說，台北空氣夠髒了。但是高雄的空氣更是糟糕，一片看過去都黃澄澄的，真的讓人不敢呼吸......。或許，我可以到外地讀書，可以搬離自己的家鄉，但是我的父母呢？其他高雄人的父母呢？他們有辦法嗎？我不希望以後眼看著父母因為肺癌過世，而我自己卻沒試著做過些什麼。

謝謝大家的耐心看完全文❤️

希望明天的公投，大家都能去投下那決定性的一票🤗",2018-11-23T10:13:21.963Z
230111203,中聯會會服的構思大眾是否能接受？,"1.以志強麗莎當作會服的素材，想問對中聯會有興趣的人是否能接受？因為我在興大附近長大，猶記得以前去興大圖書館上廁所時，常常會看到志強麗莎的蹤影，是台中人上廁所的美好回憶，所以想以此素材來設計中聯會的會服。
#我不是國民黨喔 
#也不是民進黨
2·說到消波塊就會想到台中，所以想以消波塊來當作素材設計會服。
3.太陽餅
4.吃PM2.5長大的（灰色衣服 印字）

不知道以上的想法是否能被大眾所接受？和大眾比較喜歡哪種會服呢？
希望有人願意說出你的想法或意見或喜歡哪種素材🙏


https://i.imgur.com/mRh94Qo.jpg",2018-11-21T15:24:19.402Z
