id,title,content,createdAt
230178004,不開窗戶開冷氣V.S咬人會毀容的蟲,"我是在臺中的學校

我們學校的特產就是有隱翅蟲
https://i.imgur.com/XvaeJ41.png


前幾天在我住的六樓宿舍裡

窗戶打開只留紗窗的情況下

房間跑進來了兩隻隱翅蟲

因為這樣我的室友就不打開窗戶了

又由於不打開窗戶的關係，房間變的很悶很熱

於是我的室友們就就會在晚上的時候開冷氣

問題是現在臺中每晚都可以降到19度

根本不需要開冷氣

我打開窗戶通風他們又說會有蟲很可怕

可是現在臺中不是想要反空汙

這樣開冷氣不是會很浪費嗎…

所以想問大家，我應該
A.勇敢的說出19度開冷氣很冷很浪費
B.繼續關窗戶讓蟲不要飛進來",2018-11-30T08:47:38.295Z
230177081,台灣人....的確是無知的,"自國民黨大勝之後，各個新上任的縣市首長紛紛提出「九二共識」，特別是打狗，Google的搜尋熱度馬上飆高。不過說到底，九二共識這種東西其實已經算是兩岸以及國際層級(隨便你怎麼看)，一般民眾無知也是很正常的。
　　　
不過新科台中市長前幾天提出要廢除台中山手線計畫，真的是有夠好笑的，山手線以及台中山手線的搜尋熱度馬上飆高，而且也是一堆台中人在google(笑翻)。我想眾台中人不應該對自己生活土地的事務漠不關心吧？還是對你們來說只有「空汙」這件事情值得關心呢？
　　
喔！對了，差點忘記現在的政治正確是，台中準備下台的市長完全沒做事，下台應該。繼高雄之後，又一個可以笑的地區人士

http://i.imgur.com/By4gPS3.jpg",2018-11-30T05:42:04.984Z
230175543,空汙備份,"b24 
http://i.imgur.com/64P88nBl.jpg
1. https://ptt.jimpop.org/c3a6fbbb6cb3
2. https://pttweb.tw/gossiping/m-1542891552-a-a74.html
3. https://disp.cc/b/163-aGC9
4.https://www.ptt.cc/bbs/Gossiping/M.1543231737.A.39F.html

 胡志強(國) 　 
2010 174.54 9 　　　　
2011 181.03 2
2012 180.79 3 　　　　
2013 178.26 5 　　　　
2014 183.93 1 火力全開｜盧秀燕擔任老胡競選副主委

林佳龍(民) 　 
2015 179.52 4 中火興建近30年來首次降載 　　　　
2016 177.35 6 生煤自治管制條例公告 　　　　 
2017 177.27 7 中火減煤500萬公噸 參考資料： 
1. 資料來源：經濟部台灣電力公司 2. 單位：百萬公噸",2018-11-29T23:24:22.681Z
230172179,跑跑現在在屏東,空汙爆嚴重的,2018-11-29T12:56:05.575Z
230168730,以核養綠?,以核養綠最吸引我的一點是核能不會對空汙造成汙染，但問題是以核養綠提出的能源比例中燃煤發電的比例卻是比民進黨的規劃要多出十趴，不是說可以減少空汙嗎，那為什麼以核養綠的燃煤發電還高達百分之四十!?,2018-11-29T03:01:51.954Z
230165843,台灣人什麼時候才會團結？,"我本身是個同志
圈內很多人都互相指責，逼走了很多友善的人
想跟他們切割
但又不想砸自己的腳
男女同志分開立法肯定也是違憲
公投雖然快要吵完了，最近又因為某人跟韓同台，被圈內人罵
所以，因為一個理念、行為不合你意就要直接否定整個人嗎？
夠了！這樣只會使得支持我們的人越來越少！

一個人說他覺得綠的太爛，所以要投藍的
下次再說藍的太爛，要投綠的
唉，何時政黨變成了二元選項，兩個都爛，你可以投別的，然而現況就是不斷陷入這個循環，因為只有一部份的人清醒是沒用的
甚至顏色就能定生死，花蓮就是最好的例子，沒人救得了他們

之前大家說要滅頂什麼的
但只要祭出打折，許多人紛紛棄守，結果銷量還是比他牌好
台X之星之前祭出超優惠方案，還有一堆人瘋搶，都忘了那是黑心油的子公司嗎？
我可以問一下有堅持到現在的還有多少？(我有堅持，但家母不聽，她不想跟荷包過不去)

關於公投，我發現只要能製造群眾恐慌就會贏了
空汙，毫無懸念，因為大家都看見了
核食，看起來是不太健康，但仔細想想劑量也不會造成多少危害，平常吃的其實就充斥著比核食還不健康的食物
平權，舉例來說，很多長輩還是很在乎能不能抱孫子，只要說讓同志結婚就會降低生育率，就能贏到很多票了。直觀而言，讓同志結婚好像是會降低生育率，但只要仔細想想，其實不會，因為那些人本來就不會跟異性結婚生子。被逼婚生子的還是會被逼，並不會因為法律通過了那些人就不會逼人
東奧正名，我原本以為這個會贏的，結果因為中華奧會執意要給你亂搞，製造除名、不能參賽的恐慌，但國際奧會原文根本沒有打算把我們除名，是中華奧會硬要讓自己被除名。就算真的被除名，選手還是能用無國籍參賽，並不會影響選手參賽，之後也能重新創個奧會(因為是民間組織)。結果現在被國際當笑話。

只要你願意回家投你想要投的並且愛你所投的，你就已經很棒了。人本來就不可能讓所有人滿意，自己的所有東西也很難全都讓某人滿意，不需要為了一兩個小地方不合你意，趕跑了支持你的人",2018-11-28T14:42:28.253Z
230165806,我的天秤男友,"我是巨蟹女，男友是天秤男
一開始是網路認識的，但絕不是那種主打約炮的軟體

那時候單身快三年了，中間也有跟其他男生曖昧
但就是到最後都會突然退縮，出現那種讓我覺得不ok的點。
在今年二月突然認識了男友，一開始聊天，也只把他一般的男性，只覺得他特別好聊，而且學識淵博，懂好多東西，也都會很有耐心的解釋給我聽，那陣子我剛好心情低潮，他也都會每天撥一點時間陪我小聊一下，很習慣有他在。

後來我們的對話越來越親密，在他告白後也決定在一起，男友對待我非常呵護，幾乎都會以我的決定為主
（但他拒絕把我培養成公主哈哈）
我們是遠距離（台北/台南）
但和一般情侶不同的是
我們不講電話
我們不視訊
我們在一起時不看對方手機
我們有各自的興趣
我們有各自的生活圈
我們互相認識彼此的朋友且有話聊
我們每天分享生活

其實以前的我是個極度沒有安全感的人
但認識現任男友之後
他給了我100分的安全感
很重要的一點是「彼此尊重」
我有我的異性好友，他接受
他也有他的紅粉知己好閨蜜，我也接受
從來沒有因為安全感的事情吵過架
唯一一次吵架讓我印象深刻
是因為我帶他去吃他不喜歡的食物而且真的很難吃哈哈哈（超北爛）

真的覺得能認識他並且在一起互相陪伴彼此
我還真的是賺～到～了～
不只是很包容我、呵護我
也是我的心靈導師，帶著我成長
真的太愛他了！
每次這樣甜言蜜語稱讚他一番
都會很靦腆的說：還好啦（他內心應該很爽）


其實我們都有前任
但也沒因為這類問題吵過架
為什麼呢？
我就是一個沒什麼風度的女生
和前任都刪光光好友、封鎖之類的激進手段
那男友呢，也是都沒和前任聯絡了
他曾說過，留著聯絡方式，會害自己一直回想過去
也會對現任蠻不尊重的、也怕自己還會想復合

所以我們在這方面算是蠻類似的想法啦～

平常的互動模式
就是他會叮嚀我要注意安全、空汙等等
也會自己主動和我報備在幹嘛
都不需要去問他
當然我們有約定好，要忙的時候先說一聲
另一方就會安安靜靜的活著
不會去打擾你，直到你結束了、忙完了
我覺得這還蠻重要的！

先這樣吧，如果有人想看我們其他相處模式再和大家分享（可能沒有人想看哈哈）
謝謝大家的閱讀，祝大家也都能找到理想且適合的另一半喔❤️
現在過著我前所未有的幸福生活
簡單平凡美好且滿足☺️",2018-11-28T14:37:58.757Z
230164381,又藍又綠，換了位子換了腦袋,"https://i.imgur.com/mSWQijk.jpg
1124晚上
究竟這股白色力量只是歷史上曇花一現 
抑或臺灣已逐漸跳脫非藍即綠框架
台北市市長之爭 成了全臺最關注的選戰
凌晨兩點半 「阿北回來了」..
有人說 柯文哲沒有中心思想
換了位子換了腦袋 
上任後就切斷關係 常常見風轉舵
四年前說自己墨綠 又說自己白色 
四年後說自己和民進黨的關係與四年前一樣
不願表態挺同、反同
.
不願表態是否支持臺獨
.
在藍綠背道而馳的意識型態中間
不表態是否支持東奧正名「臺灣」
.
2014選上 民進黨不提名是很大的關鍵 
卻又下鄉雲林找了藍軍的棄將韓國瑜
.
明明與韓國瑜關係良好 
卻又不公開表態對高雄選戰的看法 
.
曾說自己墨綠 又爆出兩岸一家親
.
有人說 柯文哲左邊拉攏淺藍 右邊拉攏淺綠
柯文哲又藍又綠...
過了四年
還有多少人記得2014連柯交叉詰問
https://i.imgur.com/gnEVMU5.jpg
https://i.imgur.com/hPV95DG.jpg

連：「柯先生你曾說過你不是淺綠，而是墨綠。」
「你也曾說過，當選市長的時候，就是釋放陳水扁最好的時機。」
面對連勝文挖洞與質疑
柯文哲的回答是：
「我說過我是墨綠，當時是為了像社會證明你的槍傷是真的，我這樣講是為了”臺灣社會的和諧”;可是你今天在講我墨綠的時候，是在撕裂這個社會，謀得是你的政治利益。」
「我看待你跟看待陳水扁一樣，你們都是我的病人」
-
過了四年 柯文哲出了《光榮城市》
書中寫到：「換了位子換了腦袋，以前是罵人的話，其實這句話是對的，因為要對這個職務負責，不能把自己的意識型態加在別人身上。」
-
柯和韓關係甚好
選前最後民調柯與丁差距甚小
小野卻表態支持陳其邁
即便會影響柯的選情 
柯也表示尊重屬下的自由意志
-
其實 這4年 
柯文哲的中心思想 始終如一
「為了社會和諧」「為了世代融和」
一旦表態支持議題的任一方
就會掀起社會對立
.
四年前白色力量崛起  
人們發現藍綠以外的力量
以為我們已超越藍綠 跳脫二分法框架
事實上 二分法仍對我們有著深刻的影響
-
從什麼時候開始
我們開始習慣用二分法把社會上各種聲音做分類？
政治的力量，能輕易的撕裂這個社會
意識型態，控制多數長輩的思維
不獨即統、不反同就是不愛家、非藍即綠
性平教育、同志合法、核能、東奧正名、統獨等...
長輩們無法理解我們的看法
而我們也未能體會戰亂的時空背景
我們放棄溝通 我們無法傾聽彼此的聲音
世代戰爭，衍生無法共融的世代斷層
漸漸地 溝通與傾聽問題 
也出現在同年齡層的我們  
不知不覺 社會冷漠了
-
挺同的人就是同志 反同就是愛家盟
挺核就是民進黨 反核就是支持空汙
支持正名就是台獨 反正名就是中國狗
挺丁就是貪婪老人 挺柯就是跟風流行
在未靜下來傾聽之前 
我們選擇關上自己的耳朵
民主社會需要更多不一樣的聲音
但我們卻缺少足以對應的
「包容」
傾聽這些聲音
-
很抱歉 
用柯文哲吸引你們進來看我的文字
我支持柯文哲 但也同情丁守中
先不論丁守中打柯的過程好壞
一個在當地深耕 等了24年的資深黨員
中間黨內提名
遇到馬英九（曾任經國總統的秘書）
再遇郝柏村之子
終於可以出來選了
又遇連戰驕子插隊再等4年
這次民進黨中央引起民怨讓藍營幾乎全上
本該順著風選上的他偏偏民眾開始認同白色力量對手又是柯文哲 真的不能怪他這麼氣
人生大半輩子投資國民黨 
仍然不敵出生投胎國民黨
要不是柯文哲 我也支持丁守中
柯文哲的那句：「謝謝你們把手中（守中）的選票投給我。」聽起來倒有點心酸
這場選戰雖然丁無法圓一個市長夢
但僅輸不到0.3%的差距
沒背景沒派系的他在黨內的聲望肯定會上升
https://i.imgur.com/6vmf4wu.jpg
https://i.imgur.com/8IEmZOd.jpg
-
最後 
阿北回來了-
https://i.imgur.com/kpYFQ9D.jpg
（圖片取自google)",2018-11-28T11:20:47.226Z
230163854,（轉載）緯瀚直播：丁守中的人和問題,"https://www.ptt.cc/bbs/HatePolitics/M.1543376902.A.15C.html
緯瀚直播：丁守中的部分13:55開始
https://youtu.be/R2LkO1mdn_g
18：10的時候，

政論節目主持人私底下問丁守中陣營的人說丁守中打選舉無效，

民進黨也這樣提該怎麼辦？丁守中陣營的人回答說：我們才不管其他地方怎樣，

我們顧好台北市就好。


18：55的時候，

提到11月4日原本侯友宜來台北市要參加反空汙大遊行，

跟丁丁聯合造成「北北合體」的狀況，但是那天侯友宜被獨派包圍嗆聲

然後丁守中好像在後面，不知道是怕被嗆，但是就沒有出現了，因此臨時放侯友宜鴿子。
（以下是新聞連結）
https://news.ebc.net.tw/News/Article/137594

--

這也太讓人心寒了吧，只管自己的台北市不管其他同志們的死活。

而且侯友宜一定會覺得我來台北市要來幫你丁丁，

然後丁丁你居然因為怕被獨派嗆而臨時放我鴿子，讓我一個人在那邊被獨派嗆。


難怪現在禿子、燕子、漢子都不想理丁丁。

--",2018-11-28T09:52:16.789Z
230162785,來聊聊這一次九合一大選之後的台灣，我們到底向世界傳遞了什麼訊息？以及將會變成什麼樣子吧？,"主要就幾個有興趣的議題：國民黨又回來啦、嘗試分析反同方為何大勝、東奧正名公投之後的影響以及這次公投造成的族群對立，與大家一起討論討論。文章內容除了出自我手之外，也有部分段落引用自其他文章，來源我放在文末。(關鍵評論網真的是很棒的媒體網站，裡面的文章都蠻有深度的)
總之，大家一起討論看看吧~~~~！




1.對於民進黨的不信任造成國民黨復辟

同樣的事情又再發生了。三十年前為了台灣人的民主自由犧牲的前輩屍骨未寒，好不容易透過他人的流血換來的言論自由、採訪出版自由、信仰自由、以及免於恐懼的自由，被交到台灣人的手上，但是他們說了甚麼？
沒有經歷過六四天安門的年輕人說：「跟中國統一有甚麼不好？」
首都市長說：「婦聯會現在好好的你為什麼要去找他們麻煩？」
還有最可怕的一句咒語，把所有台灣民主的進程與轉型正義大業可以一次退回到蠻荒狀態的名言：「要給民進黨政府一個教訓、所以票投國民黨」。
我想這句話連陳澄波本人聽到了都會有點緊張呢...
我們面對的，排山倒海把票投給國民黨的人，是對歷史意識缺乏、對寶貴的自由無感，沒有公共意識，覺得「兩黨一樣爛」的人。

但這些人是否忘了四年前，兩年前，我們高喊著：「國民黨不倒，台灣不會好。」我們不要再受黨國時代的遺毒，所以我們將權力交給了民進黨，開啟了台灣的轉型正義之路。

但距離2016不過短短兩年，我們卻又願意讓原本我們所不齒的妖魔鬼怪重返台灣政治圈，重新將權力交還給他們？

藤井樹說：
但其實有個狀況很可怕，就是「因為我討厭A，所以我投B」，卻忘了B才在幾年前被你用選票換掉而已。
非A即B是一件可怕的事，那表示A跟B都不需要進步，也不需要理會選民的期待，甚至政見內容是他要帶全國人民上太空開趴踢都可以，因為不管能不能兌現，他們過幾年總會再回來的。

人民等於一再被不負責任的政黨輪姦。
然後到最後你會發現，其實並沒有A跟B兩個選項，他們已經都是A或都是B了。
投票是權力的轉換，是你透過投票這個程序，將你身為國家主人的權力，交給代替你去做事的公僕。

所以身為公民的你，請不要用「因為我討厭A，所以我投B」的心態在投票，這不是選擇，而是把你未來的路，以及下一代的路走死。
因為當A就是B，B就是A，你的選擇，你的票，都是作作戲而已。

所有的選舉，都不是選一個救世主，一選上了之後所有的問題就通通解決了。選舉從來都是選一個你滿意的候選人，然後與他一起努力，漸進式的解決這個社會的問題。
台灣的選舉文化，卻好像是人民手中的那一票，投出去之後就不關自己的事情了，然後期望著上面的人像個救世主一樣讓台灣一夕之間環境變好。這根本是不可能的事情。


2.挺同VS反同

雖然或許以台灣現今仍然保守的社會氛圍以及雙方資源的不平等(時間、資金、背後的力量等等)，挺同與反同一開始就站在了不同的起跑線上進行著這場百米賽跑，而且在選舉時甚至也傳出有奧步的聲音，致使挺同方想要過關又更艱難了一些。但我必須說，如果一切的立足點一樣，那麼這一次的選舉結果依舊會以反同的勝利而告終。
除卻基本盤的自由派與保守派，對異性戀為主流的社會而言同性戀能不能結婚坦言之並不關大多數中心選民的事。這個議題從一開始在大多數人的眼中就是所謂的「別人家的孩子。」

而縱使不贊同反同方的立場，你也必須要認同，反同方比起挺同方，在訊息的傳遞上比起挺同方更成功的將他們的理念與觸角伸到了各個角落。

幾乎可以說，傳統媒體（電視、報紙）＋LINE群組，成功地觸達到所有的長輩與保守勢力。

傳統媒體中的有線電視新聞台，靠著中國資訊戰生產的各種假消息餵養，到處造謠。知情者就算能闢謠，也只能選擇能自我生產而且可以容納大量文字訊息的社群媒體，也就是FB，這個媒體恰恰是長輩觸及不到的。

比起內容廣泛、資訊量大的FB介面，長輩們更依賴／信任的是LINE群組中的訊息，LINE強調對象性、私密性，一對一或是小群組內的訊息，指名性高，有沒有閱讀一看便知，是一個讀者一定必須表態的媒體，跟可以無限潛水的FB或是PTT完全不同。
LINE群組的內向封閉性特徵及好處是，內容就算偏離事實，因為私密所以無法被其他知情者指正、難以闢謠，FB相對公開，一但有錯誤訊息傳散，就會有知情者出面指證，在兩造雙方公開對辯下，就算不見得一定能辯清黑白，起碼觀者自己心中會有衡量的尺度。

而挺同方的主要資訊傳播平台：FB的使用者大多是青壯族群，而他們的主要客群：年輕人甚至都漸漸的逐漸捨棄FB，投入像是Instargram的懷抱。
換言之在宣傳管道的部分反同方已經比挺同方有了更多的管道，而且這些管道確實能夠有效的將他們的理念傳達給他們所要傳達的人。

再者，兩者對於己方陣營的形象經營也一定程度的影響了中間選民的投票意願。挺同方對於同志大遊行中的裸露、令人不舒服的畫面高喊「那只是少數，勿以偏概全。」、「異性戀就可以不穿衣服在路上走為什麼同性戀不可以？」；而反同方主打了與小孩、教育站在一起，同時還給同性戀開了立專法的大門，對上兩代的人來說，這個議題本來就不關乎他們的事，而有了專法的保障看似是一個雙贏的局面，那有何不可？

而挺同方這邊，我也認同裸露、令人不舒服的畫面只是少數，但是這些少數在特定的群體中就是會被放大檢視，尤其是這群人要對抗的是主流的社會氛圍時。若這些事情不會被放大檢視、拿來大做文章的話，那麼台灣的選舉文化就不會淪為互相攻擊才是主流、碰到國民黨就打228；碰到民進黨就打陳水扁了。

第三點，在辯論上贏過別人與讓別人認同你的立場、與你站在同一邊是兩回事。
誠然，反同方的辯論漏洞百出、甚至可以用滑稽來形容。但是這對他們來說根本無傷大雅，他們所製作的懶人包以及文宣完美的幫他們達到了宣傳的目的；而挺同方這邊，看到反同方的言論第一直覺往往都是找漏洞，然後以長篇大論的文章加以攻擊。
但是，回歸到最重要的一點，對大多數人來說這畢竟不是關乎自身權益的議題，那以現在的台灣社會，真正會去深刻了解的人，又有多少？挺同方的邏輯或許正確；但反同方的文宣與懶人包製作(包含公投怎麼投)，更有效的圈住了爸爸媽媽們的票，我也非常的疑惑，反同方所謂的假文宣在LINE群組大肆流竄時，挺同方的文宣、懶人包在哪裡？

還是說只是在FB上闢謠、大肆抨擊，然後就算了？有嘗試著去爭取上兩代的選票嗎？(再說一次，長輩們主要使用的通訊軟體依舊是LINE)；而年輕人在面對LINE上面的資訊時，是覺得與長輩們解釋太麻煩而放棄溝通，還是願意不厭其煩地討論這個話題，或者製作相對應的懶人包來傳播呢？雖然懶人包這件事情真的不太好，但它卻是一個有效、快速的讓別人了解你的立場最有用的工具。
在我看來，撇除雙方先天的不平等，反同方這一次在訊息的傳播與自己的理念傳遞上皆比挺同方來的優秀多了，而這也造成了他們的大勝。


3.東奧正名公投

這一次的東奧正名公投並非只是代表隊的名號之爭，它更多的是包含了統獨議題與台灣人對於這個國家未來的選擇。沒有所謂的政治歸政治；體育歸體育，我們這次就是告訴全世界：我們是一個中國底下的框架，我們叫做「Chinese Taipei」。

試問，連自己都不願意幫自己正名了，那麼，其他人要怎麼幫你？這一次的公投或許就算過了中華奧會也不會遞交改名申請，但是這代表的是一個表態的態度，表達我們到底願不願意從中國的框框中分割出來，就結果來看，顯然是不願意。

這次正名失敗，等於像國際社會說明了，大多數目前生活在台灣的人民，仍認為自己是中國人並且對臺灣是否會加入，這次圍剿中國的陣營，打了個大大的問號(Taiwan Election Results Pressure Ruling Party to Take Action toward China-此標題為VOA（美國之音）所寫的）

中華人民共和國則從此次公投再次看透，台灣人民的內心
並且確認經濟戰是確實可行的，同時心理戰的成效卓越
之後會更增加力道地打經濟戰以及心理戰鴕鳥心態，在此次公投更是一顯無遺。
如果，你真的認為名字沒有差異。
那請問，哪天中國以中國台灣省的名義讓你參加WHO，你願意嗎？
魚與熊掌不可兼得，你究竟要何者？


4.族群之間的對立

就算所有的結果都盡非人意，但我對於這次選舉之後台灣社會的撕裂與再凝聚，感到更為憂心。

這次的選舉綁定了公投，也在無形之中將許多議題綁定在一起，這些議題則處處是台灣民眾意見分歧的重大議題，包括統獨議題（這次選舉並非單純的地方選舉，絕對還是政黨信任度之爭，否則就不會被說是對蔡英文政府的不信任）、國號議題、同婚議題、核能議題、空汙議題等等。

首先提出三議案的國民黨與愛家盟，都有非常明確的意識形態與刻意藉由公投連署操作民意導向的意圖；加上為了反制愛家盟而緊急動員連署的同婚、性平教育兩案，以及東奧正名、以核養綠案，同意與反對的雙方都罕見地大規模動員（國民黨比較還好因為很多連署的人都已經死了），也就形成一種「非得表態」的氛圍。

在這樣的氛圍之下，「不表態的自由」反而受到了壓力與擠兌，因為每個議案的同意與反對都對映著特定的價值取向與意識形態，所以在每個人都被迫選邊站的時候，緩衝的模糊地帶消失了，每個人也都在被迫表態中，無意間地獲得大量的夥伴與敵人。
有些人勇於主動表態、有些人被迫表態，但我覺得最危險的一點是：當每個人都被安進去了「二分法」的對立態勢之中，結局就只有「勝負」。不是你死、就是我亡。沒有對話、沒有和解、沒有雙贏、沒有其他任何的可能。

於是，本來就必須遭受世上惡意的同志朋友們，在勇於出櫃後接下來卻要面臨的是化為六百萬這樣具象的數字的否定與恨意。推動台灣正名的朋友則面對的是更不堪的事實：台灣人的自我認同還是中華人（中國人），所有說自己是台灣的都僅限於自我滿足式的精神勝利。

於是一個家庭裡，隱藏同志身分的孩子就這樣知道了父母對同志的恨意；兩個好朋友互相知道了對方的國家認同南轅北轍、即將結婚的伴侶女方發現工程師男友對於核廢料處理議題的冷酷與傲慢，又或是某個可憐的魯宅發現全辦公室的人對於轉型正義議題興趣缺缺，可以輕率地決定把票投給國民黨然後再罵兩黨一樣爛。

除開了意識形態之爭，他們都還是家人、情侶、朋友、同事，都要一起過生活每天都要見面，但他們知道從此以後有些話題不能碰觸，一碰到了雙方就會很僵，既不能好好就事論事地討論，雙方也從此有了疙瘩、有了顧忌，再也回不去以前的關係。
又或者，是像我一開始提到的，原來這個島上有幾百萬的人在價值選擇上站在我的對立面，我看不見他們的臉，但他們與我搭同一班捷運，我會吃到他們在中央廚房做的便當、我過馬路時他在指揮交通、我睡覺時他在揮汗鋪著柏油，我起床時他剛從急診室下班；他曾經跟我問路、曾經為我拉住快要關起來的門、幫我按電梯、買自助餐的時候少算了我五塊錢。

那些善意都是真的，但他堅決反同，那麼，他是一個壞人嗎？
昨天以前我也許會覺得是，但此刻我困惑了。
這個小島並沒有被一道閃電給劈成兩截，但是小島上的人們在一夜之間被分成了兩邊，人與人之間的信任與羈絆、也被徹底撕裂了。無論勝負的結果如何，都沒有人是贏家。

島上的人們在一瞬間意識到，自己在最高的山上、對方在最深的谷裡。
即便踩在同一塊土地上，卻看不見彼此、聽不見對方的聲音。但是卻又明確地知道，那是天與地、水與火、南極與北極，再無交融的可能。
又或者：我們想像中的那個獨立、自信、多元、開放的國家在最高的山頂，而我們才剛在飛翔中被巨大的恨意一把從天空抓下來、拔除了羽翼、摔落到最深的谷底。

引用資料：
 https://goo.gl/cF1DHe 
https://www.dcard.tw/f/trending/p/230150484?ref=ios
延伸閱讀：https://disp.cc/b/163-aYqb",2018-11-28T06:45:12.434Z
